Common Name,Systematic Name
SFG1,YOR315W
SFH1,YLR321C
SFH5,YJL145W
SFI1,YLL003W
SFK1,YKL051W
SFL1,YOR140W
SFM1,YOR021C
SFP1,YLR403W
SFT1,YKL006C-A
SFT2,YBL102W
SGA1,YIL099W
SGD1,YLR336C
SGE1,YPR198W
SGF11,YPL047W
SGF29,YCL010C
SGF73,YGL066W
SGM1,YJR134C
SGN1,YIR001C
SGO1,YOR073W
SGS1,YMR190C
SGT1,YOR057W
SGT2,YOR007C
SGV1,YPR161C
SHB17,YKR043C
SHC1,YER096W
SHE1,YBL031W
SHE10,YGL228W
SHE2,YKL130C
SHE3,YBR130C
SHE4,YOR035C
SHE9,YDR393W
SHG1,YBR258C
SHH3,YMR118C
SHH4,YLR164W
SHM1,YBR263W
SHM2,YLR058C
SHO1,YER118C
SHP1,YBL058W
SHQ1,YIL104C
SHR3,YDL212W
SHR5,YOL110W
SHS1,YDL225W
SHU1,YHL006C
SHU2,YDR078C
SHY1,YGR112W
SIA1,YOR137C
SIC1,YLR079W
SIF2,YBR103W
SIL1,YOL031C
SIM1,YIL123W
SIN3,YOL004W
SIN4,YNL236W
SIP1,YDR422C
SIP18,YMR175W
SIP2,YGL208W
SIP3,YNL257C
SIP4,YJL089W
SIP5,YMR140W
SIR1,YKR101W
SIR2,YDL042C
SIR3,YLR442C
SIR4,YDR227W
SIS1,YNL007C
SIS2,YKR072C
SIT1,YEL065W
SIT4,YDL047W
SIW14,YNL032W
SIZ1,YDR409W
SKG1,YKR100C
SKG3,YLR187W
SKG6,YHR149C
SKI2,YLR398C
SKI3,YPR189W
SKI6,YGR195W
SKI7,YOR076C
SKI8,YGL213C
SKM1,YOL113W
SKN1,YGR143W
SKN7,YHR206W
SKO1,YNL167C
SKP1,YDR328C
SKP2,YNL311C
SKS1,YPL026C
SKT5,YBL061C
SKY1,YMR216C
SLA1,YBL007C
SLA2,YNL243W
SLC1,YDL052C
SLD2,YKL108W
SLD3,YGL113W
SLD5,YDR489W
SLD7,YOR060C
SLF1,YDR515W
SLG1,YOR008C
SLH1,YGR271W
SLI1,YGR212W
SLI15,YBR156C
SLK19,YOR195W
SLM1,YIL105C
SLM2,YNL047C
SLM3,YDL033C
SLM4,YBR077C
SLM5,YCR024C
SLN1,YIL147C
SLO1,YER180C-A
SLP1,YOR154W
SLS1,YLR139C
SLT2,YHR030C
SLU7,YDR088C
SLX1,YBR228W
SLX4,YLR135W
SLX5,YDL013W
SLX8,YER116C
SLX9,YGR081C
SLY1,YDR189W
SLY41,YOR307C
SLZ1,YNL196C
SMA1,YPL027W
SMA2,YML066C
SMB1,YER029C
SMC1,YFL008W
SMC2,YFR031C
SMC3,YJL074C
SMC4,YLR086W
SMC5,YOL034W
SMC6,YLR383W
SMD1,YGR074W
SMD2,YLR275W
SMD3,YLR147C
SME1,YOR159C
SMF1,YOL122C
SMF2,YHR050W
SMF3,YLR034C
SMI1,YGR229C
SMK1,YPR054W
SML1,YML058W
SMM1,YNR015W
SMP1,YBR182C
SMP3,YOR149C
SMT3,YDR510W
SMX2,YFL017W-A
SMX3,YPR182W
SMY1,YKL079W
SMY2,YBR172C
SNA2,YDR525W-A
SNA3,YJL151C
SNA4,YDL123W
SNC1,YAL030W
SNC2,YOR327C
SNF1,YDR477W
SNF11,YDR073W
SNF12,YNR023W
SNF2,YOR290C
SNF3,YDL194W
SNF4,YGL115W
SNF5,YBR289W
SNF6,YHL025W
SNF7,YLR025W
SNF8,YPL002C
SNG1,YGR197C
SNL1,YIL016W
SNM1,YDR478W
SNN1,YNL086W
SNO1,YMR095C
SNO2,YNL334C
SNO3,YFL060C
SNO4,YMR322C
SNP1,YIL061C
SNQ2,YDR011W
SNT1,YCR033W
SNT2,YGL131C
SNT309,YPR101W
SNU114,YKL173W
SNU13,YEL026W
SNU23,YDL098C
SNU56,YDR240C
SNU66,YOR308C
SNU71,YGR013W
SNX3,YOR357C
SNX4,YJL036W
SNX41,YDR425W
SNZ1,YMR096W
SNZ2,YNL333W
SNZ3,YFL059W
SOD1,YJR104C
SOD2,YHR008C
SOF1,YLL011W
SOG2,YOR353C
SOH1,YGL127C
SOK1,YDR006C
SOK2,YMR016C
SOL1,YNR034W
SOL2,YCR073W-A
SOL3,YHR163W
SOL4,YGR248W
SOM1,YEL059C-A
SOP4,YJL192C
SOR1,YJR159W
SOR2,YDL246C
SOV1,YMR066W
SPA2,YLL021W
SPB1,YCL054W
SPB4,YFL002C
SPC1,YJR010C-A
SPC105,YGL093W
SPC110,YDR356W
SPC19,YDR201W
SPC2,YML055W
SPC24,YMR117C
SPC25,YER018C
SPC29,YPL124W
SPC3,YLR066W
SPC34,YKR037C
SPC42,YKL042W
SPC72,YAL047C
SPC97,YHR172W
SPC98,YNL126W
SPE1,YKL184W
SPE2,YOL052C
SPE3,YPR069C
SPE4,YLR146C
SPF1,YEL031W
SPG1,YGR236C
SPG3,YDR504C
SPG4,YMR107W
SPG5,YMR191W
SPH1,YLR313C
SPI1,YER150W
SPL2,YHR136C
SPN1,YPR133C
SPO1,YNL012W
SPO11,YHL022C
SPO12,YHR152W
SPO13,YHR014W
SPO14,YKR031C
SPO16,YHR153C
SPO19,YPL130W
SPO20,YMR017W
SPO21,YOL091W
SPO22,YIL073C
SPO23,YBR250W
SPO7,YAL009W
SPO71,YDR104C
SPO73,YER046W
SPO74,YGL170C
SPO75,YLL005C
SPO77,YLR341W
SPP1,YPL138C
SPP2,YOR148C
SPP381,YBR152W
SPP382,YLR424W
SPP41,YDR464W
SPR1,YOR190W
SPR28,YDR218C
SPR3,YGR059W
SPR6,YER115C
SPS1,YDR523C
SPS100,YHR139C
SPS18,YNL204C
SPS19,YNL202W
SPS2,YDR522C
SPS22,YCL048W
SPS4,YOR313C
SPT10,YJL127C
SPT14,YPL175W
SPT15,YER148W
SPT16,YGL207W
SPT2,YER161C
SPT20,YOL148C
SPT21,YMR179W
SPT23,YKL020C
SPT3,YDR392W
SPT4,YGR063C
SPT5,YML010W
SPT6,YGR116W
SPT7,YBR081C
SPT8,YLR055C
SQS1,YNL224C
SQT1,YIR012W
SRB2,YHR041C
SRB4,YER022W
SRB5,YGR104C
SRB6,YBR253W
SRB7,YDR308C
SRB8,YCR081W
SRC1,YML034W
SRD1,YCR018C
SRF1,YDL133W
SRL1,YOR247W
SRL2,YLR082C
SRL3,YKR091W
SRL4,YPL033C
SRM1,YGL097W
SRN2,YLR119W
SRO7,YPR032W
SRO77,YBL106C
SRO9,YCL037C
SRP1,YNL189W
SRP101,YDR292C
SRP102,YKL154W
SRP14,YDL092W
SRP21,YKL122C
SRP40,YKR092C
SRP54,YPR088C
SRP68,YPL243W
SRP72,YPL210C
SRS2,YJL092W
SRT1,YMR101C
SRV2,YNL138W
SRX1,YKL086W
SRY1,YKL218C
SSA1,YAL005C
SSA2,YLL024C
SSA3,YBL075C
SSA4,YER103W
SSB1,YDL229W
SSB2,YNL209W
SSC1,YJR045C
SSD1,YDR293C
SSE1,YPL106C
SSE2,YBR169C
SSF1,YHR066W
SSF2,YDR312W
SSH1,YBR283C
SSH4,YKL124W
SSK1,YLR006C
SSK2,YNR031C
SSK22,YCR073C
SSL1,YLR005W
SSL2,YIL143C
SSM4,YIL030C
SSN2,YDR443C
SSN3,YPL042C
SSN8,YNL025C
SSO1,YPL232W
SSO2,YMR183C
SSP1,YHR184W
SSP120,YLR250W
SSP2,YOR242C
SSQ1,YLR369W
SSS1,YDR086C
SST2,YLR452C
SSU1,YPL092W
SSU72,YNL222W
SSY1,YDR160W
SSY5,YJL156C
SSZ1,YHR064C
STB1,YNL309W
STB2,YMR053C
STB3,YDR169C
STB4,YMR019W
STB5,YHR178W
STB6,YKL072W
STD1,YOR047C
STE11,YLR362W
STE12,YHR084W
STE13,YOR219C
STE14,YDR410C
STE18,YJR086W
STE2,YFL026W
STE20,YHL007C
STE23,YLR389C
STE24,YJR117W
STE3,YKL178C
STE4,YOR212W
STE5,YDR103W
STE50,YCL032W
STE6,YKL209C
STE7,YDL159W
STF1,YDL130W-A
STF2,YGR008C
STH1,YIL126W
STI1,YOR027W
STL1,YDR536W
STM1,YLR150W
STN1,YDR082W
STO1,YMR125W
STP1,YDR463W
STP2,YHR006W
STP22,YCL008C
STP3,YLR375W
STP4,YDL048C
STR2,YJR130C
STR3,YGL184C
STS1,YIR011C
STT3,YGL022W
STT4,YLR305C
STU1,YBL034C
STU2,YLR045C
STV1,YMR054W
SUA5,YGL169W
SUA7,YPR086W
SUB1,YMR039C
SUB2,YDL084W
SUC2,YIL162W
SUE1,YPR151C
SUI1,YNL244C
SUI2,YJR007W
SUI3,YPL237W
SUL1,YBR294W
SUL2,YLR092W
SUM1,YDR310C
SUN4,YNL066W
SUP35,YDR172W
SUP45,YBR143C
SUR1,YPL057C
SUR2,YDR297W
SUR4,YLR372W
SUR7,YML052W
SUS1,YBR111W-A
SUT1,YGL162W
SUT2,YPR009W
SUV3,YPL029W
SVF1,YDR346C
SVL3,YPL032C
SVP26,YHR181W
SVS1,YPL163C
SWA2,YDR320C
SWC3,YAL011W
SWC4,YGR002C
SWC5,YBR231C
SWC7,YLR385C
SWD1,YAR003W
SWD2,YKL018W
SWD3,YBR175W
SWE1,YJL187C
SWF1,YDR126W
SWH1,YAR042W
SWI1,YPL016W
SWI3,YJL176C
SWI4,YER111C
SWI5,YDR146C
SWI6,YLR182W
SWM1,YDR260C
SWM2,YNR004W
SWP1,YMR149W
SWP82,YFL049W
SWR1,YDR334W
SWS2,YNL081C
SWT1,YOR166C
SWT21,YNL187W
SXM1,YDR395W
SYC1,YOR179C
SYF1,YDR416W
SYF2,YGR129W
SYG1,YIL047C
SYH1,YPL105C
SYM1,YLR251W
SYN8,YAL014C
SYO1,YDL063C
SYP1,YCR030C
SYS1,YJL004C
SYT1,YPR095C
TAD1,YGL243W
TAD2,YJL035C
TAD3,YLR316C
TAE1,YBR261C
TAE2,YPL009C
TAF1,YGR274C
TAF10,YDR167W
TAF11,YML015C
TAF12,YDR145W
TAF13,YML098W
TAF14,YPL129W
TAF2,YCR042C
TAF3,YPL011C
TAF4,YMR005W
TAF5,YBR198C
TAF6,YGL112C
TAF7,YMR227C
TAF8,YML114C
TAF9,YMR236W
TAH1,YCR060W
TAH11,YJR046W
TAH18,YPR048W
TAL1,YLR354C
TAM41,YGR046W
TAN1,YGL232W
TAO3,YIL129C
TAP42,YMR028W
TAR1,YLR154W-C
TAT1,YBR069C
TAT2,YOL020W
TAX4,YJL083W
TAZ1,YPR140W
TBF1,YPL128C
TBS1,YBR150C
TCA17,YEL048C
TCB1,YOR086C
TCB2,YNL087W
TCB3,YML072C
TCD1,YHR003C
TCD2,YKL027W
TCM62,YBR044C
TCO89,YPL180W
TCP1,YDR212W
TDA1,YMR291W
TDA10,YGR205W
TDA11,YHR159W
TDA2,YER071C
TDA3,YHR009C
TDA4,YJR116W
TDA5,YLR426W
TDA6,YPR157W
TDA7,YNL176C
TDA8,YAL064C-A
TDA9,YML081W
TDH1,YJL052W
TDH2,YJR009C
TDH3,YGR192C
TDP1,YBR223C
TEA1,YOR337W
TEC1,YBR083W
TED1,YIL039W
TEF1,YPR080W
TEF2,YBR118W
TEF4,YKL081W
TEL1,YBL088C
TEL2,YGR099W
TEM1,YML064C
TEN1,YLR010C
TEP1,YNL128W
TES1,YJR019C
TEX1,YNL253W
TFA1,YKL028W
TFA2,YKR062W
TFB1,YDR311W
TFB2,YPL122C
TFB3,YDR460W
TFB4,YPR056W
TFB5,YDR079C-A
TFB6,YOR352W
TFC1,YBR123C
TFC3,YAL001C
TFC4,YGR047C
TFC6,YDR362C
TFC7,YOR110W
TFC8,YPL007C
TFG1,YGR186W
TFG2,YGR005C
TFS1,YLR178C
TGL1,YKL140W
TGL2,YDR058C
TGL3,YMR313C
TGL4,YKR089C
TGL5,YOR081C
TGS1,YPL157W
THG1,YGR024C
THI11,YJR156C
THI12,YNL332W
THI13,YDL244W
THI2,YBR240C
THI20,YOL055C
THI21,YPL258C
THI22,YPR121W
THI3,YDL080C
THI4,YGR144W
THI5,YFL058W
THI6,YPL214C
THI7,YLR237W
THI72,YOR192C
THI73,YLR004C
THI74,YDR438W
THI80,YOR143C
THO1,YER063W
THO2,YNL139C
THP1,YOL072W
THP2,YHR167W
THP3,YPR045C
THR1,YHR025W
THR4,YCR053W
THS1,YIL078W
TID3,YIL144W
TIF1,YKR059W
TIF11,YMR260C
TIF2,YJL138C
TIF3,YPR163C
TIF34,YMR146C
TIF35,YDR429C
TIF4631,YGR162W
TIF4632,YGL049C
TIF5,YPR041W
TIF6,YPR016C
TIM10,YHR005C-A
TIM11,YDR322C-A
TIM12,YBR091C
TIM13,YGR181W
TIM17,YJL143W
TIM18,YOR297C
TIM21,YGR033C
TIM22,YDL217C
TIM23,YNR017W
TIM44,YIL022W
TIM50,YPL063W
TIM54,YJL054W
TIM8,YJR135W-A
TIM9,YEL020W-A
TIP1,YBR067C
TIP20,YGL145W
TIP41,YPR040W
TIR1,YER011W
TIR2,YOR010C
TIR3,YIL011W
TIR4,YOR009W
TIS11,YLR136C
TKL1,YPR074C
TKL2,YBR117C
TLG1,YDR468C
TLG2,YOL018C
TMA10,YLR327C
TMA108,YIL137C
TMA16,YOR252W
TMA17,YDL110C
TMA19,YKL056C
TMA20,YER007C-A
TMA22,YJR014W
TMA23,YMR269W
TMA46,YOR091W
TMA64,YDR117C
TMA7,YLR262C-A
TMN2,YDR107C
TMN3,YER113C
TMS1,YDR105C
TMT1,YER175C
TNA1,YGR260W
TOA1,YOR194C
TOA2,YKL058W
TOD6,YBL054W
TOF1,YNL273W
TOF2,YKR010C
TOK1,YJL093C
TOM1,YDR457W
TOM20,YGR082W
TOM22,YNL131W
TOM40,YMR203W
TOM5,YPR133W-A
TOM6,YOR045W
TOM7,YNL070W
TOM70,YNL121C
TOM71,YHR117W
TOP1,YOL006C
TOP2,YNL088W
TOP3,YLR234W
TOR1,YJR066W
TOR2,YKL203C
TOS1,YBR162C
TOS2,YGR221C
TOS3,YGL179C
TOS4,YLR183C
TOS6,YNL300W
TOS8,YGL096W
TPA1,YER049W
TPC1,YGR096W
TPD3,YAL016W
TPI1,YDR050C
TPK1,YJL164C
TPK2,YPL203W
TPK3,YKL166C
TPM1,YNL079C
TPM2,YIL138C
TPN1,YGL186C
TPO1,YLL028W
TPO2,YGR138C
TPO3,YPR156C
TPO4,YOR273C
TPO5,YKL174C
TPP1,YMR156C
TPS1,YBR126C
TPS2,YDR074W
TPS3,YMR261C
TPT1,YOL102C
TRA1,YHR099W
TRE1,YPL176C
TRE2,YOR256C
TRF5,YNL299W
TRI1,YMR233W
TRK1,YJL129C
TRK2,YKR050W
TRL1,YJL087C
TRM1,YDR120C
TRM10,YOL093W
TRM11,YOL124C
TRM112,YNR046W
TRM12,YML005W
TRM13,YOL125W
TRM2,YKR056W
TRM3,YDL112W
TRM44,YPL030W
TRM5,YHR070W
TRM7,YBR061C
TRM732,YMR259C
TRM8,YDL201W
TRM82,YDR165W
TRM9,YML014W
TRP1,YDR007W
TRP2,YER090W
TRP3,YKL211C
TRP4,YDR354W
TRP5,YGL026C
TRR1,YDR353W
TRR2,YHR106W
TRS120,YDR407C
TRS130,YMR218C
TRS20,YBR254C
TRS23,YDR246W
TRS31,YDR472W
TRS33,YOR115C
TRS65,YGR166W
TRS85,YDR108W
TRX1,YLR043C
TRX2,YGR209C
TRX3,YCR083W
TRZ1,YKR079C
TSA1,YML028W
TSA2,YDR453C
TSC10,YBR265W
TSC11,YER093C
TSC13,YDL015C
TSC3,YBR058C-A
TSL1,YML100W
TSR1,YDL060W
TSR2,YLR435W
TSR3,YOR006C
TSR4,YOL022C
TTI1,YKL033W
TTI2,YJR136C
TUB1,YML085C
TUB2,YFL037W
TUB3,YML124C
TUB4,YLR212C
TUF1,YOR187W
TUL1,YKL034W
TUM1,YOR251C
TUP1,YCR084C
TUS1,YLR425W
TVP15,YDR100W
TVP18,YMR071C
TVP23,YDR084C
TVP38,YKR088C
TWF1,YGR080W
TYE7,YOR344C
TYR1,YBR166C
TYS1,YGR185C
TYW1,YPL207W
TYW3,YGL050W
UAF30,YOR295W
UBA1,YKL210W
UBA2,YDR390C
UBA3,YPR066W
UBA4,YHR111W
UBC1,YDR177W
UBC11,YOR339C
UBC12,YLR306W
UBC13,YDR092W
UBC4,YBR082C
UBC5,YDR059C
UBC6,YER100W
UBC7,YMR022W
UBC8,YEL012W
UBC9,YDL064W
UBI4,YLL039C
UBP1,YDL122W
UBP10,YNL186W
UBP11,YKR098C
UBP12,YJL197W
UBP13,YBL067C
UBP14,YBR058C
UBP15,YMR304W
UBP16,YPL072W
UBP2,YOR124C
UBP3,YER151C
UBP5,YER144C
UBP6,YFR010W
UBP7,YIL156W
UBP8,YMR223W
UBP9,YER098W
UBR1,YGR184C
UBR2,YLR024C
UBS1,YBR165W
UBX2,YML013W
UBX3,YDL091C
UBX4,YMR067C
UBX5,YDR330W
UBX6,YJL048C
UBX7,YBR273C
UFD1,YGR048W
UFD2,YDL190C
UFD4,YKL010C
UFE1,YOR075W
UFO1,YML088W
UGA1,YGR019W
UGA2,YBR006W
UGA3,YDL170W
UGA4,YDL210W
UGO1,YDR470C
UGP1,YKL035W
UGX2,YDL169C
UIP3,YAR027W
UIP4,YPL186C
UIP5,YKR044W
ULA1,YPL003W
ULI1,YFR026C
ULP1,YPL020C
ULP2,YIL031W
ULS1,YOR191W
UME1,YPL139C
UME6,YDR207C
UMP1,YBR173C
UNG1,YML021C
UPC2,YDR213W
UPF3,YGR072W
UPS1,YLR193C
UPS2,YLR168C
UPS3,YDR185C
URA1,YKL216W
URA10,YMR271C
URA2,YJL130C
URA3,YEL021W
URA4,YLR420W
URA5,YML106W
URA6,YKL024C
URA7,YBL039C
URA8,YJR103W
URB1,YKL014C
URB2,YJR041C
URC2,YDR520C
URE2,YNL229C
URH1,YDR400W
URK1,YNR012W
URM1,YIL008W
URN1,YPR152C
USA1,YML029W
USB1,YLR132C
USE1,YGL098W
USO1,YDL058W
USV1,YPL230W
UTH1,YKR042W
UTP10,YJL109C
UTP11,YKL099C
UTP13,YLR222C
UTP14,YML093W
UTP15,YMR093W
UTP18,YJL069C
UTP20,YBL004W
UTP21,YLR409C
UTP22,YGR090W
UTP23,YOR004W
UTP25,YIL091C
UTP30,YKR060W
UTP4,YDR324C
UTP5,YDR398W
UTP6,YDR449C
UTP7,YER082C
UTP8,YGR128C
UTP9,YHR196W
UTR1,YJR049C
UTR2,YEL040W
UTR4,YEL038W
UTR5,YEL035C
VAB2,YEL005C
VAC14,YLR386W
VAC17,YCL063W
VAC7,YNL054W
VAC8,YEL013W
VAM10,YOR068C
VAM3,YOR106W
VAM6,YDL077C
VAM7,YGL212W
VAN1,YML115C
VAS1,YGR094W
VBA1,YMR088C
VBA2,YBR293W
VBA3,YCL069W
VBA4,YDR119W
VBA5,YKR105C
VCX1,YDL128W
VEL1,YGL258W
VFA1,YER128W
VHC1,YBR235W
VHR1,YIL056W
VHR2,YER064C
VHS1,YDR247W
VHS2,YIL135C
VHS3,YOR054C
VHT1,YGR065C
VID22,YLR373C
VID24,YBR105C
VID27,YNL212W
VID28,YIL017C
VID30,YGL227W
VIK1,YPL253C
VIP1,YLR410W
VMA1,YDL185W
VMA10,YHR039C-A
VMA11,YPL234C
VMA13,YPR036W
VMA16,YHR026W
VMA2,YBR127C
VMA21,YGR105W
VMA22,YHR060W
VMA3,YEL027W
VMA4,YOR332W
VMA5,YKL080W
VMA6,YLR447C
VMA7,YGR020C
VMA8,YEL051W
VMA9,YCL005W-A
VMR1,YHL035C
VMS1,YDR049W
VNX1,YNL321W
VOA1,YGR106C
VPH1,YOR270C
VPH2,YKL119C
VPS1,YKR001C
VPS13,YLL040C
VPS15,YBR097W
VPS16,YPL045W
VPS17,YOR132W
VPS20,YMR077C
VPS21,YOR089C
VPS24,YKL041W
VPS25,YJR102C
VPS27,YNR006W
VPS28,YPL065W
VPS29,YHR012W
VPS3,YDR495C
VPS30,YPL120W
VPS33,YLR396C
VPS34,YLR240W
VPS35,YJL154C
VPS36,YLR417W
VPS38,YLR360W
VPS4,YPR173C
VPS41,YDR080W
VPS45,YGL095C
VPS5,YOR069W
VPS51,YKR020W
VPS52,YDR484W
VPS53,YJL029C
VPS54,YDR027C
VPS55,YJR044C
VPS60,YDR486C
VPS61,YDR136C
VPS62,YGR141W
VPS63,YLR261C
VPS64,YDR200C
VPS65,YLR322W
VPS68,YOL129W
VPS69,YPR087W
VPS70,YJR126C
VPS71,YML041C
VPS72,YDR485C
VPS73,YGL104C
VPS74,YDR372C
VPS75,YNL246W
VPS8,YAL002W
VPS9,YML097C
VRG4,YGL225W
VRP1,YLR337C
VTA1,YLR181C
VTC1,YER072W
VTC2,YFL004W
VTC3,YPL019C
VTC4,YJL012C
VTH1,YIL173W
VTH2,YJL222W
VTI1,YMR197C
VTS1,YOR359W
WAR1,YML076C
WBP1,YEL002C
WHI2,YOR043W
WHI3,YNL197C
WHI4,YDL224C
WHI5,YOR083W
WIP1,YDR374W-A
WRS1,YOL097C
WSC2,YNL283C
WSC3,YOL105C
WSC4,YHL028W
WSS1,YHR134W
WTM1,YOR230W
WTM2,YOR229W
WWM1,YFL010C
XBP1,YIL101C
XDJ1,YLR090W
XKS1,YGR194C
XPT1,YJR133W
XRN1,YGL173C
XRS2,YDR369C
XYL2,YLR070C
YAE1,YJR067C
YAF9,YNL107W
YAH1,YPL252C
YAK1,YJL141C
YAL004W,YAL004W
YAL016C-A,YAL016C-A
YAL016C-B,YAL016C-B
YAL018C,YAL018C
YAL019W-A,YAL019W-A
YAL026C-A,YAL026C-A
YAL031W-A,YAL031W-A
YAL034C-B,YAL034C-B
YAL037C-A,YAL037C-A
YAL037C-B,YAL037C-B
YAL037W,YAL037W
YAL042C-A,YAL042C-A
YAL044W-A,YAL044W-A
YAL045C,YAL045C
YAL047W-A,YAL047W-A
YAL056C-A,YAL056C-A
YAL059C-A,YAL059C-A
YAL063C-A,YAL063C-A
YAL064W,YAL064W
YAL064W-B,YAL064W-B
YAL065C,YAL065C
YAL066W,YAL066W
YAL067W-A,YAL067W-A
YAL068W-A,YAL068W-A
YAL069W,YAL069W
YAP1,YML007W
YAP1801,YHR161C
YAP1802,YGR241C
YAP3,YHL009C
YAP5,YIR018W
YAP6,YDR259C
YAP7,YOL028C
YAR009C,YAR009C
YAR010C,YAR010C
YAR019W-A,YAR019W-A
YAR023C,YAR023C
YAR028W,YAR028W
YAR029W,YAR029W
YAR030C,YAR030C
YAR035C-A,YAR035C-A
YAR047C,YAR047C
YAR053W,YAR053W
YAR060C,YAR060C
YAR061W,YAR061W
YAR064W,YAR064W
YAR066W,YAR066W
YAR068W,YAR068W
YAR069C,YAR069C
YAR070C,YAR070C
YAR075W,YAR075W
YAR1,YPL239W
YAT1,YAR035W
YAT2,YER024W
YBL005W-A,YBL005W-A
YBL005W-B,YBL005W-B
YBL006W-A,YBL006W-A
YBL008W-A,YBL008W-A
YBL010C,YBL010C
YBL012C,YBL012C
YBL028C,YBL028C
YBL029C-A,YBL029C-A
YBL029W,YBL029W
YBL036C,YBL036C
YBL039C-A,YBL039C-A
YBL039W-B,YBL039W-B
YBL044W,YBL044W
YBL048W,YBL048W
YBL053W,YBL053W
YBL055C,YBL055C
YBL059W,YBL059W
YBL062W,YBL062W
YBL065W,YBL065W
YBL068W-A,YBL068W-A
YBL070C,YBL070C
YBL071C,YBL071C
YBL071C-B,YBL071C-B
YBL073W,YBL073W
YBL077W,YBL077W
YBL081W,YBL081W
YBL083C,YBL083C
YBL086C,YBL086C
YBL094C,YBL094C
YBL095W,YBL095W
YBL096C,YBL096C
YBL100C,YBL100C
YBL100W-A,YBL100W-A
YBL100W-B,YBL100W-B
YBL100W-C,YBL100W-C
YBL107W-A,YBL107W-A
YBL108W,YBL108W
YBL109W,YBL109W
YBL111C,YBL111C
YBL112C,YBL112C
YBL113C,YBL113C
YBL113W-A,YBL113W-A
YBP1,YBR216C
YBP2,YGL060W
YBR012C,YBR012C
YBR012W-A,YBR012W-A
YBR012W-B,YBR012W-B
YBR013C,YBR013C
YBR016W,YBR016W
YBR027C,YBR027C
YBR032W,YBR032W
YBR051W,YBR051W
YBR053C,YBR053C
YBR056C-B,YBR056C-B
YBR056W,YBR056W
YBR056W-A,YBR056W-A
YBR062C,YBR062C
YBR063C,YBR063C
YBR064W,YBR064W
YBR071W,YBR071W
YBR072C-A,YBR072C-A
YBR074W,YBR074W
YBR076C-A,YBR076C-A
YBR085C-A,YBR085C-A
YBR089W,YBR089W
YBR090C,YBR090C
YBR096W,YBR096W
YBR099C,YBR099C
YBR103C-A,YBR103C-A
YBR109W-A,YBR109W-A
YBR113W,YBR113W
YBR116C,YBR116C
YBR121C-A,YBR121C-A
YBR124W,YBR124W
YBR126W-A,YBR126W-A
YBR126W-B,YBR126W-B
YBR131C-A,YBR131C-A
YBR134W,YBR134W
YBR137W,YBR137W
YBR138C,YBR138C
YBR139W,YBR139W
YBR141W-A,YBR141W-A
YBR144C,YBR144C
YBR174C,YBR174C
YBR178W,YBR178W
YBR182C-A,YBR182C-A
YBR184W,YBR184W
YBR190W,YBR190W
YBR191W-A,YBR191W-A
YBR196C-A,YBR196C-A
YBR196C-B,YBR196C-B
YBR197C,YBR197C
YBR200W-A,YBR200W-A
YBR201C-A,YBR201C-A
YBR206W,YBR206W
YBR209W,YBR209W
YBR219C,YBR219C
YBR220C,YBR220C
YBR221W-A,YBR221W-A
YBR223W-A,YBR223W-A
YBR224W,YBR224W
YBR225W,YBR225W
YBR226C,YBR226C
YBR230W-A,YBR230W-A
YBR232C,YBR232C
YBR238C,YBR238C
YBR241C,YBR241C
YBR242W,YBR242W
YBR255C-A,YBR255C-A
YBR259W,YBR259W
YBR266C,YBR266C
YBR277C,YBR277C
YBR284W,YBR284W
YBR285W,YBR285W
YBR292C,YBR292C
YBR296C-A,YBR296C-A
YBR298C-A,YBR298C-A
YBR300C,YBR300C
YBT1,YLL048C
YCF1,YDR135C
YCG1,YDR325W
YCH1,YGR203W
YCK1,YHR135C
YCK2,YNL154C
YCK3,YER123W
YCL001W-A,YCL001W-A
YCL001W-B,YCL001W-B
YCL002C,YCL002C
YCL012C,YCL012C
YCL019W,YCL019W
YCL020W,YCL020W
YCL021W-A,YCL021W-A
YCL022C,YCL022C
YCL023C,YCL023C
YCL041C,YCL041C
YCL042W,YCL042W
YCL046W,YCL046W
YCL048W-A,YCL048W-A
YCL049C,YCL049C
YCL054W-A,YCL054W-A
YCL065W,YCL065W
YCL068C,YCL068C
YCL074W,YCL074W
YCL075W,YCL075W
YCL076W,YCL076W
YCP4,YCR004C
YCR001W,YCR001W
YCR006C,YCR006C
YCR007C,YCR007C
YCR013C,YCR013C
YCR015C,YCR015C
YCR016W,YCR016W
YCR018C-A,YCR018C-A
YCR022C,YCR022C
YCR023C,YCR023C
YCR024C-B,YCR024C-B
YCR025C,YCR025C
YCR038W-A,YCR038W-A
YCR041W,YCR041W
YCR043C,YCR043C
YCR045W-A,YCR045W-A
YCR047W-A,YCR047W-A
YCR049C,YCR049C
YCR050C,YCR050C
YCR051W,YCR051W
YCR061W,YCR061W
YCR064C,YCR064C
YCR075W-A,YCR075W-A
YCR081C-A,YCR081C-A
YCR085W,YCR085W
YCR087C-A,YCR087C-A
YCR087W,YCR087W
YCR090C,YCR090C
YCR095W-A,YCR095W-A
YCR097W-A,YCR097W-A
YCR099C,YCR099C
YCR100C,YCR100C
YCR101C,YCR101C
YCR102C,YCR102C
YCR102W-A,YCR102W-A
YCR108C,YCR108C
YCS4,YLR272C
YCT1,YLL055W
YDC1,YPL087W
YDJ1,YNL064C
YDL007C-A,YDL007C-A
